code,icao,name,latitude,longitude,elevation,url,time_zone,city_code,country,city,state,county,type
KHH,NTGA,Sân bay qu?c t? Cao Hùng,-17.3506654,-145.5111199,36,,Pacific/Tahiti,AAA,PF,,,,AP
TPE,YARY,Sân bay qu?c t? ?ào Viên ?ài Loan,-26.6967835,141.049092,328,,Australia/Brisbane,AAB,AU,Tanbar,Queensland,Barcoo Shire,AP
TSA,HEAR,Sân bay Tùng S?n ?ài B?c,31.0742836,33.82917152,85,,Africa/Cairo,AAC,EG,Arish,Muhafazat Shamal Sina',,AP
RMQ,HCAD,Sân bay ?ài Trung,6.09628635,46.63770837,980,,Africa/Khartoum,AAD,SO,Adado,,,AP
PUS,DABB,Sân bay qu?c t? Gimhae,36.821392,7.811857,36,,Africa/Algiers,AAE,DZ,El Hadjar,Annaba,,AP
CJJ,KAAF,Sân bay qu?c t? Cheongju,29.7302356,-85.02964472,19,,America/New_York,AAF,US,Apalachicola,Florida,Franklin County,AP
TAE,SSYA,Sân bay qu?c t? Daegu,-24.1037812,-49.78949435,2608,,America/Sao_Paulo,AAG,BR,Jaguariaiva,Parana,Jaguariaiva,AP
KUL,EDKA,,50.75,6.133333,754,https://www.flugplatz-aachen.de,Europe/Berlin,AAH,DE,,,,AP
CJU,SWRA,Sân bay qu?c t? Jeju,-12.916667,-46.933334,2490,,America/Araguaina,AAI,BR,Campos Belos,Goias,Campos Belos,AP
ICN,SMCA,Sân bay qu?c t? Incheon,3.8987445,-55.5779688,278,,America/Paramaribo,AAJ,SR,Kajana,Sipaliwini,Boven Suriname,AP
SYD,NGUK,,0.166667,173.58333,0,,Pacific/Tarawa,AAK,KI,,,,AP
MWX,EKYT,Sân bay qu?c t? Muan,57.0864352,9.868075521,19,http://www.aal.dk,Europe/Copenhagen,AAL,DK,Vadum,North Denmark,Alborg Kommune,AP
GMP,FAMD,Sân bay qu?c t? Gimpo,-24.8,31.533333,1082,,Africa/Johannesburg,AAM,ZA,,,,AP
HNO,OMAL,,24.260231,55.616627,830,,Asia/Dubai,AAN,AE,,,,AP
BKK,SVAN,Sân bay BangKok - Thái Lan,9.4298739,-64.47086335,692,,America/Caracas,AAO,VE,Anaco,Anzoategui,Municipio Anaco,AP
TNN,WALS,Sân bay ?ài Nam,-0.373611,117.255556,154,http://www.proyek.dishubprovkaltim.info/?pro=1,Asia/Jakarta,AAP,ID,,,,AP
YNY,URKA,Sân bay qu?c t? Yangyang,45.00265265,37.34498314,137,http://basel.aero/en/anapa/,Europe/Moscow,AAQ,RU,Anapa,Krasnodarskiy,,AP
HKG,EKAH,Sân bay qu?c t? H?ng Kông,56.30454255,10.61284982,45,http://www.aar.dk/default.asp?id=87,Europe/Copenhagen,AAR,DK,Ebeltoft,Central Jutland,Syddjurs Kommune,AP
AXT,,Sân bay Akita,-3.880849,139.3107061,3005,,Asia/Jayapura,AAS,ID,,,,AP
AOJ,ZWAT,Sân bay Aomori,47.74833705,88.08948249,2408,,Asia/Urumqi,AAT,CN,Awiytan,Xinjiang Uygur Zizhiqu,,AP
FUK,NSAU,Sân bay Fukuoka,-13.458333,-172.6,0,,Pacific/Apia,AAU,WS,Asau,Vaisigano,,AP
HKD,RPMA,Sân bay Hakodate,6.36768745,124.7526616,629,,Asia/Manila,AAV,PH,Surallah,South Cotabato,,AP
KOJ,OPAB,Sân bay Kagoshima,34.2,73.25,4061,,Asia/Karachi,AAW,PK,Abbottabad,Khyber Pakhtunkhwa,,AP
KMQ,SBAX,Sân bay Komatsu,-19.563132,-46.96040575,3267,,America/Sao_Paulo,AAX,BR,Araxa,Minas Gerais,Araxa,AP
KKJ,OYGD,Sân bay Kitakyushu,16.1879658,52.17271502,114,,Asia/Aden,AAY,YE,Al Ghayzah,Al Mahrah,Al Ghaydah,AP
HIJ,MGQZ,Sân bay Hiroshima,14.8611558,-91.50677134,7795,,America/Guatemala,AAZ,GT,Olintepeque,Quetzaltenango,,AP
NGS,UNAA,Sân bay Nagasaki,53.716667,91.5,807,,Asia/Krasnoyarsk,ABA,RU,Podsineye,Khakasiya,,AP
NGO,DNAS,Sân bay qu?c t? Chubu,6.20565465,6.663854565,216,,Africa/Lagos,ABB,NG,Asaba,,,AP
NRT,LEAB,Sân bay qu?c t? Narita,38.948334,-1.863333,2276,http://www.aena.es/csee/Satellite?cid=1046767815090&pagename=subHome&Language=EN_GB&SiteName=LEAB&c=Page,Europe/Madrid,ABC,ES,,,,AP
KIJ,OIAA,Sân bay Niigata,30.3668469,48.22843951,26,,Asia/Tehran,ABD,IR,Abadan,Khuzestan,,AP
OIT,KABE,Sân bay Oita,40.6511631,-75.44225387,374,,America/New_York,ABE,US,Catasauqua,Pennsylvania,Lehigh County,AP
OKJ,NGAB,Sân bay Okayama,1.670833,173.30417,0,,Pacific/Tarawa,ABF,KI,Buota Village,Gilbert Islands,Tarawa,AP
KIX,YABI,Sân bay qu?c t? Kansai,-17.666668,143.2,600,,Australia/Brisbane,ABG,AU,,,,AP
CTS,YAPH,Sân bay New Chitose,-23.65,146.63333,1190,,Australia/Brisbane,ABH,AU,,,,AP
SDJ,KABI,Sân bay Sendai,32.40774375,-99.67936993,1791,,America/Chicago,ABI,US,,,,AP
FSZ,DIAP,Sân bay Shizuoka,5.2649283,-3.925957339,42,,Africa/Abidjan,ABJ,CI,Abidjan,Lagunes,,AP
HND,HAKD,Sân bay qu?c t? Tokyo,6.733889,44.26611,1738,,Africa/Addis_Ababa,ABK,ET,,,,AP
MFM,PAFM,Sân bay qu?c t? Ma Cao,67.1058333,-157.8536111,190,,America/Anchorage,ABL,US,,,,AP
ULN,YNPE,Sân bay qu?c t? Thành Cát T? Hãn,-10.942619,142.45033,98,http://www.nparc.qld.gov.au/airport,Australia/Brisbane,ABM,AU,,,,AP
FNJ,SMBN,Sân bay qu?c t? Sunan,5.5,-54.083332,108,,America/Paramaribo,ABN,SR,,,,AP
PEK,DIAO,Sân bay qu?c t? Th? ?ô B?c Kinh,5.433333,-3.216667,95,,Africa/Abidjan,ABO,CI,Aboisso,Sud-Comoe,,AP
HRB,,Sân bay qu?c t? Thái Bình Cáp Nh? Tân,-6.06470215,141.0952152,36,,Pacific/Port_Moresby,ABP,PG,,,,AP
KMG,KABQ,Sân bay qu?c t? Tr??ng Th?y Côn Minh,35.03766945,-106.6109675,5308,http://www.abqsunport.com/,America/Denver,ABQ,US,Albuquerque,New Mexico,Bernalillo County,AP
YNJ,KABR,Sân bay Tri?u D??ng Xuyên Diên Cát,45.4525,-98.42611,1289,,America/Chicago,ABR,US,Aberdeen,South Dakota,Brown County,AP
DLC,HEBL,Sân bay qu?c t? Chu Th?y T? ??i Liên,22.3722282,31.61302768,511,,Africa/Cairo,ABS,EG,,,,AP
XMN,OEBA,Sân bay qu?c t? Cao Khi H? Môn,20.296139,41.634277,5446,,Asia/Riyadh,ABT,SA,Al Bahah,Mintaqat al Bahah,,AP
HAK,WATA,Sân bay qu?c t? M? Lan H?i Kh?u,-9.133333,124.88333,1250,,Asia/Makassar,ABU,ID,Atambua,East Nusa Tenggara,,AP
HGH,DNAA,Sân bay qu?c t? Tiêu S?n Hàng Châu,9.00668065,7.265007351,1092,http://www.faannigeria.org/nigeria-airport.php?airport=3,Africa/Lagos,ABV,NG,Madala,Abuja Federal Capital Territory,,AP
HFE,,Sân bay qu?c t? L?c C??ng H?p Phì,-10.183333,148.7,0,,Pacific/Port_Moresby,ABW,PG,,,,AP
LXA,YMAY,Sân bay Gonggar Lhasa,-36.06894285,146.9518768,544,,Australia/Sydney,ABX,AU,East Albury,New South Wales,Albury Municipality,AP
MDG,KABY,Sân bay H?i Lãng M?u ??n Giang,31.5339678,-84.19254493,213,,America/New_York,ABY,US,,,,AP
NKG,EGPD,Sân bay qu?c t? L?c Kh?u Nam Kinh,57.20195485,-2.20199135,167,http://www.aberdeenairport.com/,Europe/London,ABZ,GB,Dyce,Scotland,Aberdeen City,AP
NNG,MMAA,Sân bay qu?c t? Ngô Vu Nam Ninh,16.7565936,-99.75293698,22,,America/Mexico_City,ACA,MX,10 de Abril,Guerrero,Acapulco de Juarez,AP
NGB,KACB,Sân bay qu?c t? L?ch Xã Ninh Ba,44.98832545,-85.1971963,659,,America/Detroit,ACB,US,Bellaire,Michigan,Antrim County,AP
FOC,DGAA,Sân bay qu?c t? Tr??ng L?c Phúc Châu,5.60428935,-0.167967626,196,,Africa/Accra,ACC,GH,Accra,Greater Accra,,AP
CAN,SKAD,Sân bay qu?c t? B?ch Vân Qu?ng Châu,8.516667,-77.3,72,,America/Bogota,ACD,CO,,,,AP
KWL,GCRR,Sân bay qu?c t? L??ng Giang Qu? Lâm,28.94568045,-13.60758816,42,http://www.aena.es/en/lanzarote-airport/index.html,Atlantic/Canary,ACE,ES,Tias,Canary Islands,Provincia de Las Palmas,AP
KWE,ZWAL,Sân bay qu?c t? Long ??ng B?o Quý D??ng,40.464167,81.246944,3323,,Asia/Urumqi,ACF,CN,Aral,Xinjian Autonomous Region,,AP
SYX,LSZR,Sân bay qu?c t? Ph??ng Hoàng Tam Á,47.4859603,9.5598603,1272,,Europe/Zurich,ACH,CH,Rheineck,Saint Gallen,Wahlkreis Rheintal,AP
XIY,EGJA,Sân bay qu?c t? Hàm D??ng Tây An,49.70694185,-2.214498597,298,,Europe/Guernsey,ACI,GB,Beaumont-Hague,Lower Normandy,Departement de la Manche,AP
TNA,VCCA,Sân bay qu?c t? Diêu T??ng T? Nam,8.35,80.38333,265,,Asia/Colombo,ACJ,LK,Anuradhapura,North Central,,AP
TAO,KACK,Sân bay qu?c t? L?u ?ình Thanh ??o,41.2563506,-70.06422704,45,,America/New_York,ACK,US,Nantucket,Massachusetts,Nantucket County,AP
CTU,,Sân bay qu?c t? Song L?u Thành ?ô,4.7470509,-72.9919234,1036,,America/Bogota,ACL,CO,Sabanalarga,Casanare,,AP
SZX,,Sân bay qu?c t? B?o An Thâm Quy?n,-2,-71.833336,557,,America/Bogota,ACM,CO,Pebas,Loreto,Mariscal Ramon Castilla,AP
SHE,MMCC,Sân bay qu?c t? ?ào Tiên Th?m D??ng,29.3,-100.916664,944,,America/Matamoros,ACN,MX,,,,AP
TSN,MRAF,Sân bay qu?c t? Tân H?i Thiên Tân,9.693365,-85.091216,495,https://www.cobanoairport.com/en/,America/Costa_Rica,ACO,CR,Cobano,Puntarenas Province,,AP
SHA,OITM,Sân bay qu?c t? H?ng Ki?u Th??ng H?i,37.3477904,46.1241049,4340,,Asia/Tehran,ACP,IR,Bonab,East Azerbaijan,,AP
PVG,SKAC,Sân bay qu?c t? Ph? ?ông-Th??ng H?i,-0.383333,-72.3,482,,America/Bogota,ACR,CO,,,,AP
CGO,UNKS,Sân bay qu?c t? Tân Tr?nh Tr?nh Châu,56.270124,90.57983018,974,,Asia/Krasnoyarsk,ACS,RU,Achinsk,Krasnoyarskiy,,AP
CKG,KACT,Sân bay qu?c t? Giang B?c Trùng Khánh,31.609133,-97.22321,498,,America/Chicago,ACT,US,Gholson,Texas,McLennan County,AP
CSX,,Sân bay qu?c t? Hoàng Hoa Tr??ng Sa,9.576389,-79.72444,0,,America/Panama,ACU,PA,Portobelo,Colon,Distrito Portobelo,AP
CGQ,KACV,Sân bay qu?c t? Long Gia Tr??ng Xuân,40.9763645,-124.1084259,147,,America/Los_Angeles,ACV,US,McKinleyville,California,Humboldt County,AP
URC,ZUYI,Sân bay qu?c t? Diwopu Ürümqi,25.0839707,104.9588029,4133,,Asia/Shanghai,ACX,CN,Xinzhou,Guangxi Zhuangzu Zizhiqu,,AP
WEH,KACY,Sân bay ??i Th?y B?c Uy H?i,39.45708535,-74.57027649,55,https://www.sjta.com/acairport/,America/New_York,AIY,US,Pomona,New Jersey,Atlantic County,AP
WUH,OIZB,Sân bay qu?c t? Thiên Hà V? Hán,31.09702475,61.54236908,1574,,Asia/Tehran,ACZ,IR,Zabol,Sistan and Baluchestan,,AP
YNT,LTAF,Sân bay qu?c t? Lai S?n Yên ?ài,36.98503,35.29736,45,,Europe/Istanbul,ADA,TR,Seyhan,Adana,,AP
SWA,LTBJ,Sân bay qu?c t? Tri?u Sán Y?t D??ng,38.28959325,27.15881974,337,http://www.adnanmenderesairport.com,Europe/Istanbul,IZM,TR,,,,AP
BWN,AYAN,Sân bay qu?c t? Brunei,-7.1371023,145.74531,3631,,Pacific/Port_Moresby,ADC,PG,,,,AP
PNH,HAAB,Sân bay qu?c t? Phnôm Pênh,8.97958075,38.79727969,7601,http://www.ethiopianairports.com,Africa/Addis_Ababa,ADD,ET,Addis Ababa,Adis Abeba,,AP
REP,OYAA,Sân bay qu?c t? Siem Reap,12.826116,45.037537,32,,Asia/Aden,ADE,YE,Khawr Maksar,Aden,Khur Maksar,AP
DIL,LTCP,Sân bay qu?c t? Presidente Nicolau Lobato,37.75,38.266666,2083,,Europe/Istanbul,ADF,TR,Adiyaman,Adiyaman,,AP
AMQ,KADG,Sân bay Pattimura,41.9,-84.03333,800,,America/Detroit,ADG,US,Adrian,Michigan,Lenawee County,AP
BPN,UEEA,Sân bay Sultan Aji Muhammad Sulaiman,58.6034931,125.4044631,2250,,Asia/Yakutsk,ADH,RU,Aldan,Sakha,,AP
BDO,FYAR,Sân bay qu?c t? Husein Sastranegara,-22.4,15,2043,,Africa/Windhoek,ADI,NA,Arandis,Erongo,,AP
BDJ,OJAM,Sân bay Syamsudin Noor,31.97342425,35.99461255,2454,,Asia/Amman,AMM,JO,Amman,Amman,,AP
DPS,PADK,Sân bay qu?c t? Ngurah Rai,51.88278,-176.64473,29,,America/Adak,ADK,US,,,,AP
CGK,YPAD,Sân bay qu?c t? Soekarno-Hatta,-34.94724045,138.5330688,26,,Australia/Adelaide,ADL,AU,Plympton,South Australia,City of West Torrens,AP
DJJ,KADM,Sân bay Sentani,34.3028,-97.0192,711,,America/Chicago,ADM,US,Dickson,Oklahoma,Carter County,AP
KDI,SKAN,Sân bay Haluoleo,5.666667,-75.933334,6056,,America/Bogota,ADN,CO,Los Andes,Antioquia,,AP
KOE,YAMK,Sân bay El Tari,-31.016666,137.15,442,,Australia/Adelaide,ADO,AU,,,,AP
UPG,VCCG,Sân bay qu?c t? Sultan Hasanuddin,7.3385247,81.62522425,144,,Asia/Colombo,ADP,LK,,,,AP
MDC,PADQ,Sân bay qu?c t? Sam Ratulangi,57.755276,-152.51297,45,,America/Anchorage,ADQ,US,,,,AP
LOP,KPHH,Sân bay qu?c t? Lombok,33.45,-79.566666,42,,America/New_York,ADR,US,Andrews,South Carolina,Williamsburg County,AP
KNO,KADS,Sân bay qu?c t? Kuala Namu,32.783333,-97.3,521,,America/Chicago,DFW,US,Haltom City,Texas,Tarrant County,AP
PDG,KADH,Sân bay qu?c t? Minangkabau,34.80490015,-96.667616,977,,America/Chicago,ADT,US,Ada,Oklahoma,Pontotoc County,AP
PKY,OITL,Sân bay Tjilik Riwut,38.32367895,48.41727863,4324,,Asia/Tehran,ADU,IR,Namin,Ardabil,,AP
PLM,,Sân bay Sultan Mahmud Badaruddin II,11.4043102,26.1186495,1522,,Africa/Khartoum,ADV,SD,El Daein,Eastern Darfur,,AP
PLW,KADW,Sân bay Mutiara,38.8057469,-76.87741646,255,http://www.jba.af.mil/,America/New_York,ADW,US,Andrews AFB,Maryland,Prince George's County,AP
PKU,EGQL,Sân bay qu?c t? Sultan Syarif Qasim II,56.37559905,-2.859633955,19,,Europe/London,ADX,GB,Leuchars,Scotland,Fife,AP
SRG,FAAL,Sân bay qu?c t? Ahmad Yani,-22.67767555,29.05339556,2683,,Africa/Johannesburg,ADY,ZA,,,,AP
SUB,SKSP,Sân bay qu?c t? Juanda,12.586047,-81.70221,39,,America/Bogota,ADZ,CO,San Andres,"Archipielago de San Andres, Providencia y Santa Catalina",,AP
SOC,NGTB,Sân bay qu?c t? Adisumarmo,0.490833,173.8289948,36,,Pacific/Tarawa,AEA,KI,,,,AP
JOG,ZGBS,Sân bay qu?c t? Adisucipto,23.72020895,106.9609714,452,,Asia/Shanghai,AEB,CN,Tianzhou,Guangxi Zhuangzu Zizhiqu,,AP
LPQ,,Sân bay qu?c t? Luang Prabang,58.033333,-152.9,1099,,America/Anchorage,AED,US,,,,AP
PKZ,,Sân bay qu?c t? Pakse,10.0524392,32.96200721,1246,,Africa/Juba,AEE,SS,,,,AP
VTE,WIME,Sân bay qu?c t? Wattay,1.3999604,99.42983273,925,,Asia/Jakarta,AEG,ID,Padangsidempuan,North Sumatra,,AP
MDL,FTTC,Sân bay qu?c t? Mandalay,13.8465726,20.84964504,1778,,Africa/Ndjamena,AEH,TD,Abeche,Ouaddai,,AP
NYT,,Sân bay qu?c t? Nay Pyi Taw,36.1289,-5.441301,42,,Europe/Madrid,AEI,ES,Algeciras,Andalusia,Provincia de Cadiz,AP
RGN,AYAX,Sân bay qu?c t? Yangon,-7.366667,146.28334,3694,,Pacific/Port_Moresby,AEK,PG,,,,AP
CRK,KAEL,Sân bay qu?c t? Clark,43.6800949,-93.36737639,1250,,America/Chicago,AEL,US,Albert Lea,Minnesota,Freeborn County,AP
BCD,UHTG,Sân bay qu?c t? Bacolod–Silay,45.8414555,137.6736409,22,,Asia/Vladivostok,AEM,RU,,,,AP
CGY,GQNA,Sân bay Laguindingan,16.71068715,-9.638219081,964,,Africa/Nouakchott,AEO,MR,,,,AP
CEB,SABE,Sân bay qu?c t? Mactan-Cebu,-34.55622,-58.41667,42,,America/Argentina/Buenos_Aires,BUE,AR,Colegiales,Buenos Aires F.D.,,AP
DVO,,Sân bay qu?c t? Francisco Bangoy,43.90797955,120.149348,1400,,Asia/Shanghai,AEQ,CN,Tianshan,Inner Mongolia,,AP
GES,URSS,Sân bay qu?c t? General Santos,43.44397145,39.94009276,39,http://basel.aero/en/sochi/,Europe/Moscow,AER,RU,Orel-Izumrud,Krasnodarskiy,,AP
ILO,ENAL,Sân bay qu?c t? Iloilo,62.56018535,6.113415709,49,http://www.avinor.no/lufthavn/alesund,Europe/Oslo,AES,NO,Valderoy,More og Romsdal,Giske,AP
KLO,PFAL,Sân bay qu?c t? Kalibo,66.551934,-152.6214482,439,,America/Anchorage,AET,US,,,,AP
LAO,OIBA,Sân bay qu?c t? Laoag,25.87599365,55.03426596,16,,Asia/Tehran,AEU,IR,,,,AP
MNL,KAEX,Sân bay qu?c t? Ninoy Aquino,31.32927365,-92.54095487,65,,America/Chicago,AEX,US,Alexandria,Louisiana,Rapides Parish,AP
SFS,BIAR,Sân bay qu?c t? Subic Bay,65.65698725,-18.07060713,39,,Atlantic/Reykjavik,AEY,IS,Akureyri,Northeast,,AP
PPS,SAMR,Sân bay qu?c t? Puerto Princesa,-34.58917,-68.40056,2454,,America/Argentina/Mendoza,AFA,AR,San Rafael,Mendoza,,AP
ZAM,FAPA,Sân bay qu?c t? Zamboanga,-33.583332,26.883333,118,,Africa/Johannesburg,AFD,ZA,,,,AP
SIN,KAFF,Sân bay qu?c t? Singapore Changi,38.833332,-104.7,6266,,America/Denver,COS,US,Cimarron Hills,Colorado,El Paso County,AP
BDA,SKAM,Sân bay qu?c t? L.F. Wade,6.8953157,-75.0467996,4855,,America/Bogota,AFI,CO,Amalfi,Antioquia,,AP
YYC,,Sân bay qu?c t? Calgary,7.342169543,81.62931221,131,,Asia/Colombo,ADP,LK,Ampara,,,AP
YEG,SBAT,Sân bay qu?c t? Edmonton,-9.866163,-56.10603812,790,,America/Cuiaba,AFL,BR,,,,AP
YQX,KAFN,Sân bay qu?c t? Gander,42.833332,-72.066666,1122,http://silverranchairpark.com/,America/New_York,AFN,US,Jaffrey,New Hampshire,Cheshire County,AP
YHZ,KAFO,Sân bay qu?c t? Stanfield Halifax,42.733334,-110.933334,6230,http://www.aftonairpark.com/,America/Denver,AFO,US,Afton,Wyoming,Lincoln County,AP
YHM,AYAF,Sân bay qu?c t? John C. Munro Hamilton,-9.13834475,148.3909714,2385,,Pacific/Port_Moresby,AFR,PG,,,,AP
YLW,UTSN,Sân bay qu?c t? Kelowna,41.6155248,64.2317714,1338,,Asia/Samarkand,AFS,UZ,Tomdibuloq,Navoiy,,AP
YQM,AGAF,Sân bay qu?c t? Greater Moncton,-9.2,160.85,0,,Pacific/Guadalcanal,AFT,SB,,,,AP
YTM,KAFW,Sân bay qu?c t? Mont Tremblant,32.99299785,-97.31836461,643,http://www.allianceairport.com/,America/Chicago,DFW,US,Haslet,Texas,Tarrant County,AP
YUL,LTAH,Sân bay qu?c t? Pierre Elliott Trudeau-Montréal,38.733334,30.6,3316,,Europe/Istanbul,AFY,TR,Afyonkarahisar,Afyonkarahisar,,AP
YOW,OIMS,Sân bay qu?c t? Ottawa Mcdonald-Cartier,36.171675,57.59941596,3011,,Asia/Tehran,AFZ,IR,Sabzevar,Razavi Khorasan,,AP
YQB,GMAD,Sân bay qu?c t? Thành ph? Québec Jean Lesage,30.378326,-9.555895,62,,Africa/Casablanca,AGA,MA,Inezgane,Souss-Massa-Draa,Inezgane-Ait Mellou,AP
YQR,EDMA,Sân bay qu?c t? Regina,48.425278,10.931667,1492,https://www.augsburg-airport.de/,Europe/Berlin,MUC,DE,Rehling,Bavaria,Swabia,AP
YXE,KAGC,Sân bay qu?c t? Saskatoon John G. Diefenbaker,40.3534454,-79.92904654,1250,,America/New_York,PIT,US,Pleasant Hills,Pennsylvania,Allegheny County,AP
YYT,WASG,Sân bay qu?c t? St. John's,-1.383333,133.86667,6627,,Asia/Jayapura,AGD,ID,Warmare,West Papua,,AP
YQY,EDWG,Sân bay Sydney/J.A. Douglas McCurdy,53.783333,7.916667,22,,Europe/Berlin,AGE,DE,Wangerooge,Lower Saxony,,AP
